arquivo,classificacao,score,confianca,altura_media,desvio_altura,densidade,num_componentes
502471515.tif,advertisement,8,0.5714285714285714,32.09782608695652,111.26408653197959,0.16090745501285347,36
tob02303.87.tif,scientific_article,-16,1.0,6.9375,19.402995665845612,0.12735124508519005,491
509139099+-9099.tif,advertisement,14,1.0,22.707482993197278,78.1424837532956,0.2186127320954907,30
2073970626.tif,advertisement,10,0.7142857142857143,17.57591623036649,65.07975973202667,0.25368700265251987,57
502597605a.tif,advertisement,2,0.14285714285714285,22.58730158730159,41.14587608951346,0.03509756097560976,98
502610099+-0099.tif,advertisement,4,0.2857142857142857,23.02676864244742,57.65420133540432,0.2342997347480106,188
2057042635.tif,advertisement,10,0.7142857142857143,27.82777777777778,85.55387065440475,0.07260869565217391,70
0030049072.tif,advertisement,14,1.0,28.13612565445026,100.38607308167344,0.31083858267716535,88
503783314+-3314.tif,advertisement,14,1.0,20.491408934707902,80.88222162497053,0.28066710875331563,81
2061193449.tif,scientific_article,-6,0.42857142857142855,20.913793103448278,41.7506078761275,0.025631439894319683,17
502140932.tif,advertisement,10,0.7142857142857143,17.142857142857142,85.79781644145991,0.1760025641025641,46
502598176.tif,advertisement,4,0.2857142857142857,13.356475300400534,48.16471267975226,0.23700382653061225,269
71390222.tif,scientific_article,-12,0.8571428571428571,10.182857142857143,4.858070499652289,0.03377296587926509,30
93423028.tif,advertisement,10,0.7142857142857143,26.31578947368421,88.16136678158854,0.14772281167108753,23
tob01820.47.tif,scientific_article,-12,0.8571428571428571,10.542312276519667,1.156547363815238,0.04796887159533074,47
2070500755_0756.tif,scientific_article,-4,0.2857142857142857,11.915750915750916,41.75333384820652,0.29248806366047747,229
502473672.tif,advertisement,6,0.42857142857142855,19.665983606557376,47.008251702556215,0.10565891472868218,246
2500113634.tif,scientific_article,-10,0.7142857142857143,10.9501953125,16.762310656815874,0.19102719406674906,260
502609345+-9345.tif,advertisement,10,0.7142857142857143,29.368852459016395,91.29628409112324,0.09318700265251989,100
2084421087_1088.tif,scientific_article,-6,0.42857142857142855,13.531165311653117,39.3287130950124,0.4003925729442971,120
512002628.tif,advertisement,14,1.0,25.462809917355372,103.04288133470094,0.3554073604060914,75
71895211.tif,advertisement,4,0.2857142857142857,34.82608695652174,98.91907928709675,0.12341469816272965,35
504638048+-8048.tif,scientific_article,-16,1.0,12.329022988505747,18.489654366311942,0.08777453580901856,303
502100595+-0595.tif,advertisement,12,0.8571428571428571,21.3121387283237,92.76965521007278,0.23245078071961983,187
71389954.tif,scientific_article,-12,0.8571428571428571,8.766666666666667,5.054627509447087,0.03808398950131234,37
2040261303.tif,advertisement,8,0.5714285714285714,18.076142131979694,69.5757213717989,0.6456679292929293,72
2084409089_9092.tif,scientific_article,-4,0.2857142857142857,11.561371841155236,40.954284924946734,0.2725503978779841,178
514108935+-8937.tif,advertisement,16,1.0,61.906666666666666,121.99029178130893,0.21794297082228117,49
PUBLICATIONS022001-2.tif,scientific_article,-10,0.7142857142857143,9.673321234119783,32.603853274054075,0.23172148541114057,243
87050350.tif,advertisement,10,0.7142857142857143,20.984848484848484,78.91969305724503,0.5766269430051814,47
1002325167.tif,scientific_article,-6,0.42857142857142855,22.353846153846153,11.974028436661255,0.05145139813581891,175
1002615955_1002615958.tif,advertisement,16,1.0,29.69047619047619,131.4527777053034,0.6252059202059203,14
509130308+-0308.tif,advertisement,10,0.7142857142857143,28.95275590551181,96.96065102264778,0.6985689655172413,31
2048499016.tif,advertisement,10,0.7142857142857143,28.711340206185568,110.64971746232574,0.6621787564766839,25
2045592815.tif,advertisement,12,0.8571428571428571,24.865900383141764,67.14319080094873,0.567218064516129,211
2045604171.tif,advertisement,16,1.0,26.938271604938272,109.05082580777795,0.6347425614489004,39
500638283+-8283.tif,scientific_article,-16,1.0,14.970982142857142,34.08794504292803,0.1433315649867374,552
2500052682.tif,scientific_article,-14,1.0,13.272799365582872,36.39452683685039,0.15914637482900137,399
2045613425.tif,advertisement,16,1.0,28.102941176470587,120.14478272017845,0.6783588162762022,35
502219626.tif,advertisement,10,0.7142857142857143,25.946175637393768,65.29215183777102,0.10784371029224905,169
91387381.tif,advertisement,16,1.0,28.860759493670887,110.66733525794346,0.2412947232947233,59
2072735852.tif,advertisement,16,1.0,23.703488372093023,91.72544592255589,0.43445755968169764,67
2058500713.tif,advertisement,8,0.5714285714285714,26.31578947368421,67.04257822124809,0.11484808454425363,23
83647143.tif,advertisement,2,0.14285714285714285,27.473684210526315,39.280862383411176,0.0490053050397878,55
500463755.tif,advertisement,14,1.0,22.661341853035143,76.26781679941801,0.4708583959899749,132
2058504950.tif,advertisement,10,0.7142857142857143,18.492537313432837,43.825084187138785,0.05799867899603699,27
2041335679.tif,scientific_article,-6,0.42857142857142855,20.642857142857142,10.926703855365403,0.04561007957559682,170
501154989+-4989.tif,advertisement,10,0.7142857142857143,33.10526315789474,118.22810011376185,0.16524535809018567,52
2082087996.tif,advertisement,16,1.0,35.111111111111114,147.33423411824515,0.626815649867374,20
503495553+-5562.tif,advertisement,10,0.7142857142857143,32.12765957446808,74.80972090130345,0.12856631299734747,21
509132254+-2255.tif,advertisement,16,1.0,34.2375,132.7606157478565,0.3860397877984085,41
95680649.tif,scientific_article,-4,0.2857142857142857,13.73440643863179,37.423696794818945,0.38077188328912465,115
2041098184.tif,advertisement,14,1.0,18.440366972477065,93.65214096923899,0.6451555285540704,50
tob07006.15.tif,scientific_article,-10,0.7142857142857143,8.778929188255614,2.0594375777403853,0.041198973042362,78
1002762540.tif,advertisement,8,0.5714285714285714,20.970501474926255,90.63879666136627,0.2463050193050193,72
517225505+-5505.tif,advertisement,16,1.0,18.270114942528735,88.01235233962676,0.20631697612732094,57
94518540.tif,advertisement,10,0.7142857142857143,21.135922330097088,64.15341874577432,0.414640826873385,78
2070494221_4222.tif,advertisement,2,0.14285714285714285,15.114754098360656,42.81131679297463,0.3744190981432361,123
1005155886.tif,scientific_article,-16,1.0,13.47192118226601,8.173907167201266,0.1076036036036036,633
501154493+-4493.tif,scientific_article,-2,0.14285714285714285,15.504155124653739,71.02300052260222,0.04390053050397878,29
2046110343.tif,scientific_article,-4,0.2857142857142857,18.322175732217573,18.693765598552822,0.09187351190476191,90
509131673a-1674.tif,advertisement,16,1.0,37.62162162162162,137.5849322657083,0.4281989389920424,36
503782712+-2712.tif,advertisement,16,1.0,18.821052631578947,60.018239148369844,0.21794960212201592,120
2044205285_2044205287.tif,scientific_article,-6,0.42857142857142855,17.139841688654354,24.542332626303253,0.07542678347934918,99
13029859.tif,scientific_article,-12,0.8571428571428571,9.904371584699453,9.173443050021048,0.028402887139107613,41
502590867+-0867.tif,advertisement,8,0.5714285714285714,20.82741116751269,78.62692645238467,0.1721472148541114,135
501948338.tif,advertisement,8,0.5714285714285714,12.183044315992293,45.419551585875496,0.2946636828644501,148
tob13618.70.tif,advertisement,16,1.0,33.853658536585364,71.62818209584091,0.25158505154639177,107
517500512+-0512.tif,advertisement,16,1.0,28.785714285714285,114.20745584471068,0.592974801061008,41
89873539.tif,advertisement,6,0.42857142857142855,17.216836734693878,26.248254017616947,0.19529575596816975,169
2058501974.tif,scientific_article,0,0.0,17.529411764705884,31.278541752514343,0.04963011889035667,52
514109198+-9198.tif,advertisement,16,1.0,17.795620437956206,79.78219791975543,0.4779946949602122,109
502591169+-1169.tif,advertisement,10,0.7142857142857143,18.831417624521073,69.24819547216563,0.11288859416445624,107
509132240+-2241.tif,advertisement,14,1.0,53.15384615384615,184.43851570360974,0.3676525198938992,16
2048601397.tif,scientific_article,0,0.0,22.151162790697676,29.278077668816497,0.04451126927639383,126
502218666.tif,scientific_article,-2,0.14285714285714285,13.533333333333333,55.80863082762201,0.17800382165605094,178
2070928083.tif,advertisement,10,0.7142857142857143,17.71276595744681,66.5600228781584,0.32189389920424405,71
501528458_501528459.tif,advertisement,12,0.8571428571428571,21.618768328445746,62.34988870364474,0.27614470284237724,209
2061010423.tif,advertisement,16,1.0,93.45454545454545,162.52908194947403,0.2064121532364597,5
2070393979.tif,advertisement,16,1.0,25.682539682539684,94.05129053177778,0.4753846153846154,18
502596238.tif,scientific_article,-4,0.2857142857142857,14.275261324041812,46.390189337224705,0.1302361111111111,164
1005140864.tif,advertisement,16,1.0,20.531645569620252,74.28917760986677,0.2513011583011583,68
3000107291.tif,advertisement,8,0.5714285714285714,13.862068965517242,52.72599203536591,0.36074563591022446,72
03622483.tif,scientific_article,-12,0.8571428571428571,8.417861080485116,1.9139799763975776,0.04598970398970399,28
85172818.tif,advertisement,2,0.14285714285714285,15.684100418410042,49.467146004334886,0.11575128205128205,171
502599490.tif,advertisement,6,0.42857142857142855,15.13322632423756,59.01443007440267,0.2803229571984436,218
71121915.tif,scientific_article,-10,0.7142857142857143,13.142509135200974,29.13395343774207,0.21661679790026248,364
2067079615_2067079624.tif,advertisement,10,0.7142857142857143,21.06969696969697,58.19281943024849,0.11843501326259948,176
513964674+-4674.tif,scientific_article,-6,0.42857142857142855,14.608843537414966,28.35009610217804,0.284631299734748,104
509133993+-3993.tif,advertisement,4,0.2857142857142857,13.28125,54.03311159314722,0.3319973474801061,227
71918068.tif,scientific_article,-4,0.2857142857142857,14.482954545454545,42.24091812446711,0.14424409448818898,49
2084413094_3095.tif,scientific_article,-12,0.8571428571428571,9.022727272727273,3.557889034268114,0.003989389920424403,17
503950118.tif,scientific_article,-2,0.14285714285714285,11.922155688622755,33.880321364947655,0.270138500635324,378
500028372.tif,advertisement,4,0.2857142857142857,16.21951219512195,65.86488838306238,0.019811932555123216,31
507347136+-7136.tif,advertisement,10,0.7142857142857143,53.76923076923077,171.8591345555351,0.006852785145888594,25
2061010147.tif,advertisement,14,1.0,26.016393442622952,77.03916223674997,0.20037120211360634,62
517502265+-2265.tif,scientific_article,-4,0.2857142857142857,18.06344827586207,35.57168733464202,0.21244827586206896,305
85023316.tif,advertisement,2,0.14285714285714285,19.106145251396647,42.04108015187579,0.2560026525198939,93
tob08809.83.tif,scientific_article,-10,0.7142857142857143,12.487695749440716,21.813203435789646,0.12567091836734695,115
2071466099_6100.tif,advertisement,14,1.0,18.49645390070922,68.72234444285974,0.45314058355437664,47
517509195+-9195.tif,advertisement,16,1.0,36.54794520547945,154.84601640709937,0.7961657824933687,10
502140851.tif,advertisement,10,0.7142857142857143,14.979674796747968,67.21204457892654,0.23582798459563542,107
2058501209.tif,advertisement,8,0.5714285714285714,26.04054054054054,51.016012109922,0.09567503302509908,43
502473088.tif,advertisement,10,0.7142857142857143,19.261904761904763,85.91625477444369,0.0545741935483871,85
516425534+-5534.tif,advertisement,16,1.0,34.592592592592595,150.42681480306953,0.26184350132625994,73
2023344343.tif,scientific_article,-16,1.0,12.871929824561404,17.296670954271477,0.12372072072072073,216
502612996a-2997.tif,scientific_article,0,0.0,19.228571428571428,46.669887158069486,0.16339522546419097,403
2084420939_0940.tif,scientific_article,-6,0.42857142857142855,12.334183673469388,36.81681147229716,0.18536870026525198,93
2063688266.tif,advertisement,10,0.7142857142857143,38.27272727272727,94.56358217823691,0.1783448275862069,57
0000535551.tif,advertisement,16,1.0,76.81481481481481,206.19193450422674,0.4339645669291339,18
2070712300_2301.tif,advertisement,10,0.7142857142857143,18.517857142857142,53.6015917068085,0.06828514588859416,86
503960967.tif,advertisement,8,0.5714285714285714,18.070234113712374,59.8972231528037,0.09319974391805377,122
0000156229.tif,advertisement,16,1.0,18.96511627906977,79.43498843568354,0.3116496062992126,84
91654478_4479.tif,advertisement,16,1.0,26.985915492957748,96.80596142709314,0.43003448275862066,12
2065060182.tif,advertisement,4,0.2857142857142857,12.676767676767676,42.66615252598093,0.2458872679045093,49
502214399_502214416.tif,advertisement,2,0.14285714285714285,20.78918918918919,87.62764522370034,0.09332253886010362,64
500409830_500409832.tif,scientific_article,-12,0.8571428571428571,10.235294117647058,32.24166718435826,0.06627435897435897,116
856727.tif,advertisement,16,1.0,39.78064516129032,131.88001736513735,0.22814173228346457,56
502593356.tif,advertisement,8,0.5714285714285714,17.29700272479564,62.109787359475234,0.18930609597924772,139
878155.tif,advertisement,16,1.0,26.17748917748918,64.87042439197803,0.2234737532808399,130
2047134900.tif,advertisement,12,0.8571428571428571,23.17391304347826,66.53166545244825,0.5450455120101138,214
2070500007_0008.tif,advertisement,2,0.14285714285714285,10.819209039548022,19.4303354602422,0.2665344827586207,56
2025047024.tif,advertisement,16,1.0,23.074074074074073,100.24005480398354,0.44958216560509556,30
514182276+-2277.tif,advertisement,16,1.0,23.567164179104477,91.59787586023694,0.254920424403183,25
514063211.tif,scientific_article,-16,1.0,14.390625,4.820260585214766,0.11393513513513513,548
502471304.tif,advertisement,10,0.7142857142857143,17.17751479289941,87.66665193378476,0.17248249027237353,132
2070500563_0564.tif,advertisement,2,0.14285714285714285,12.15606936416185,36.050685748423774,0.20023076923076924,125
2041102133.tif,advertisement,16,1.0,36.71739130434783,140.10549799029212,0.638801007556675,19
2063555256.tif,scientific_article,-4,0.2857142857142857,11.506216696269982,36.67757670233796,0.20241511936339524,127
2058503807.tif,advertisement,10,0.7142857142857143,25.74418604651163,51.75797569064399,0.08005019815059446,28
2071466427_6428.tif,advertisement,16,1.0,18.14965986394558,65.7079038041337,0.5046458885941645,62
509228529+-8533.tif,scientific_article,-6,0.42857142857142855,18.793706293706293,24.075989016082968,0.1593713527851459,123
503781428.tif,advertisement,10,0.7142857142857143,29.51145038167939,103.49741792790641,0.08534370946822309,51
2503007058.tif,advertisement,10,0.7142857142857143,22.234285714285715,48.97459366334544,0.44640879689521346,64
514127066+-7114.tif,advertisement,16,1.0,42.38333333333333,165.60475955988974,0.2133580901856764,31
2084426095_6096.tif,scientific_article,0,0.0,20.43438914027149,31.631954363334,0.09123209549071618,77
517502982+-2984.tif,advertisement,8,0.5714285714285714,10.375,50.54010562152169,0.30512466843501324,152
2063688919.tif,advertisement,10,0.7142857142857143,28.97196261682243,90.15640179154558,0.622554376657825,34
91659478_9479.tif,advertisement,2,0.14285714285714285,20.0,27.08078101283735,0.23104641909814325,229
86112116.tif,advertisement,16,1.0,34.473684210526315,105.38768949432807,0.20826392572944297,9
13326483.tif,scientific_article,-12,0.8571428571428571,9.783987915407854,29.697622919305445,0.0418989501312336,131
71390745.tif,advertisement,2,0.14285714285714285,22.933333333333334,40.30358407001651,0.15053280839895014,49
1005150042.tif,scientific_article,-10,0.7142857142857143,12.23121387283237,2.43024231657343,0.06630501930501931,317
2085745139_5140.tif,scientific_article,-16,1.0,8.926369863013699,5.8235812994129805,0.10923474801061007,324
98402767_2769.tif,advertisement,16,1.0,100.77777777777777,250.39470076828601,0.7366021220159151,6
2040270973.tif,advertisement,14,1.0,29.118518518518517,54.062248326364575,0.23917209908735332,74
871987.tif,advertisement,10,0.7142857142857143,20.61904761904762,114.471931621912,0.12399737532808398,28
2044436046.tif,scientific_article,-10,0.7142857142857143,15.918367346938776,32.49542305900054,0.03376790450928382,72
85145572_85145573.tif,advertisement,10,0.7142857142857143,23.715384615384615,54.257680720426706,0.06935907335907336,70
2058503754.tif,advertisement,10,0.7142857142857143,34.87096774193548,57.14765365628158,0.06847556142668428,23
0000158166.tif,advertisement,10,0.7142857142857143,37.28767123287671,107.79273356606805,0.1165498687664042,37
91394658.tif,advertisement,16,1.0,72.71052631578948,181.5258293778104,0.26624257425742576,18
2070712326_2327.tif,scientific_article,-10,0.7142857142857143,13.643312101910828,27.119695228463726,0.024343501326259946,52
500155761_500155763.tif,scientific_article,-10,0.7142857142857143,11.316987740805605,40.91466548221727,0.045072072072072075,69
509130267+-0267.tif,advertisement,16,1.0,22.05325443786982,80.53638674537336,0.6604031830238727,50
509131821+-1821.tif,advertisement,14,1.0,47.17948717948718,131.8332030460386,0.37454376657824934,24
507121708.tif,advertisement,14,1.0,18.871657754010695,71.6680523767491,0.5299135135135136,119
502592855.tif,advertisement,4,0.2857142857142857,15.295698924731182,62.9184374126296,0.16405230125523013,113
890576.tif,scientific_article,-4,0.2857142857142857,14.542857142857143,26.735499598389968,0.11458005249343832,66
2080969686.tif,advertisement,10,0.7142857142857143,13.14622641509434,60.21198663735205,0.4460862068965517,51
91652935_2936.tif,advertisement,8,0.5714285714285714,18.301204819277107,64.16746443895312,0.31969098143236074,74
2084426994_6995.tif,advertisement,16,1.0,42.24324324324324,111.41992771575504,0.45162864721485413,28
502592869.tif,advertisement,2,0.14285714285714285,13.86261980830671,57.653063191586156,0.10197795071335927,125
11886675.tif,scientific_article,0,0.0,13.318042813455657,48.479981793535465,0.11640288713910761,220
71123721.tif,advertisement,10,0.7142857142857143,33.49295774647887,69.5220855048371,0.14313123359580052,25
505607256+-7256.tif,scientific_article,-2,0.14285714285714285,13.495890410958904,47.132667432213736,0.3893899204244032,306
502593752.tif,advertisement,10,0.7142857142857143,24.556962025316455,85.58521504213611,0.08895590142671855,84
507422119+-2120.tif,scientific_article,-2,0.14285714285714285,13.188953488372093,53.73385961079154,0.04367506631299735,106
507097755a-7757.tif,advertisement,8,0.5714285714285714,20.57909604519774,60.93207956476474,0.14604509283819628,129
525185194+-5204.tif,advertisement,16,1.0,77.28571428571429,248.19302067182326,0.6064416445623342,13
0030048435.tif,advertisement,16,1.0,42.84146341463415,153.4188805686301,0.4682677165354331,39
71389758.tif,scientific_article,-12,0.8571428571428571,8.8546571136131,2.2278963897756316,0.06642125984251969,159
502596825.tif,advertisement,4,0.2857142857142857,14.111951588502269,51.06253345771436,0.20279539641943733,199
2047409269.tif,advertisement,16,1.0,22.447619047619046,55.687218496301966,0.19052185089974294,48
2021266604.tif,scientific_article,-10,0.7142857142857143,16.072100313479623,19.339350442193954,0.08410939510939511,157
501732214+-2217.tif,scientific_article,-12,0.8571428571428571,11.070143884892087,39.40872033076935,0.05689389920424403,135
2071466750_6751.tif,scientific_article,0,0.0,12.677685950413224,31.789653412182123,0.3041233421750663,94
91544158_4159.tif,scientific_article,-4,0.2857142857142857,12.319843342036554,32.842186110050704,0.22740716180371354,201
2084513531.tif,scientific_article,-12,0.8571428571428571,11.395604395604396,39.73773336774677,0.08230901856763925,74
502219802.tif,advertisement,2,0.14285714285714285,14.679203539823009,51.93086973298309,0.08858227848101266,151
10422306.tif,scientific_article,-4,0.2857142857142857,10.116336633663366,22.413025822359202,0.23165673575129533,842
2071070165_0166.tif,scientific_article,-6,0.42857142857142855,20.642857142857142,10.926703855365403,0.04561007957559682,170
okl00130.73_okl00130.74.tif,scientific_article,-10,0.7142857142857143,8.551401869158878,10.85006881830091,0.1311106821106821,380
2071593571.tif,advertisement,16,1.0,24.573333333333334,76.8692696870617,0.3230888594164456,71
92184346_4351.tif,advertisement,6,0.42857142857142855,25.093525179856115,53.59633189509407,0.3308865336658354,214
71211931.tif,advertisement,14,1.0,24.017094017094017,57.480428911017874,0.2602335958005249,53
okl00119.86.tif,scientific_article,-10,0.7142857142857143,12.790172642762284,23.232437347874562,0.17354954954954954,339
71368558.tif,advertisement,2,0.14285714285714285,20.63013698630137,33.91266254370412,0.08008267716535433,48
502595478.tif,advertisement,8,0.5714285714285714,19.58048780487805,78.86598456694284,0.07253223767383059,74
516056148+-6149.tif,advertisement,14,1.0,17.41891891891892,73.64964665825164,0.3811976127320955,28
502599256.tif,advertisement,10,0.7142857142857143,22.85549132947977,82.32718411564782,0.11724142312579415,58
1002760142.tif,advertisement,16,1.0,23.946153846153845,87.32136151890208,0.5935613747954174,41
03335471_03335472.tif,advertisement,8,0.5714285714285714,29.416909620991255,101.8355643331165,0.22233028720626632,129
2041738125_2041738132.tif,advertisement,14,1.0,22.985436893203882,73.08470136987417,0.3272622739018088,109
03079140_9141.tif,advertisement,10,0.7142857142857143,16.854748603351954,51.02262744087489,0.1140424403183024,146
502594996.tif,advertisement,10,0.7142857142857143,19.01366120218579,66.09512377734114,0.1299805447470817,149
1002761260.tif,advertisement,14,1.0,23.461111111111112,87.26023428603845,0.603911620294599,67
71223798.tif,advertisement,10,0.7142857142857143,33.0126582278481,67.74234389379339,0.09326246719160106,35
503396066+-6067.tif,advertisement,14,1.0,17.916666666666668,58.10616480967307,0.18112997347480106,142
502473328.tif,advertisement,4,0.2857142857142857,18.10408163265306,53.73866642422903,0.08582406209573092,207
509134784+-4785.tif,scientific_article,0,0.0,18.85635359116022,40.663031467663195,0.14480636604774536,93
1002325428.tif,scientific_article,-6,0.42857142857142855,22.353846153846153,11.974028436661255,0.05145139813581891,175
12119520.tif,advertisement,2,0.14285714285714285,16.330049261083744,35.79050199427915,0.22810761154855644,87
71427570.tif,advertisement,16,1.0,30.545454545454547,107.63846961786712,0.18475590551181104,40
502219382.tif,scientific_article,-4,0.2857142857142857,15.700364298724955,40.32482432772877,0.19519132653061225,326
2064932796.tif,advertisement,8,0.5714285714285714,20.404761904761905,69.05739257594189,0.23175862068965516,57
2061013713.tif,advertisement,2,0.14285714285714285,14.379679144385026,43.52035867439961,0.07913738441215323,51
92616413_92616414.tif,advertisement,8,0.5714285714285714,22.64406779661017,52.29804180534266,0.17216083009079117,126
502611108a-1109.tif,advertisement,16,1.0,51.8,147.7949931492945,0.22933554376657825,16
505669791_505669793.tif,advertisement,4,0.2857142857142857,15.995073891625616,47.65537176952959,0.3502112125162973,159
13030502.tif,advertisement,10,0.7142857142857143,17.90096618357488,68.57188723429779,0.10752099737532808,155
86139557.tif,advertisement,10,0.7142857142857143,18.309859154929576,55.71572502869471,0.1264655172413793,36
2500156815.tif,advertisement,16,1.0,19.71264367816092,95.08591493721741,0.6469708222811671,33
94165011.tif,advertisement,10,0.7142857142857143,29.43243243243243,77.80147658591152,0.5031981981981982,62
503944443+-4443.tif,advertisement,10,0.7142857142857143,17.488054607508534,61.62268786214522,0.16533808553971488,107
502610023+-0023.tif,advertisement,16,1.0,23.38888888888889,93.38178778135286,0.21025198938992043,44
92237298.tif,scientific_article,-12,0.8571428571428571,8.409663865546218,15.111567967674151,0.12007692307692308,131
500435597+-5597.tif,advertisement,4,0.2857142857142857,21.91849529780564,64.06760440180379,0.1031896551724138,101
1002762392.tif,scientific_article,0,0.0,12.009198423127463,43.37888777823296,0.32127155727155726,204
1002761857.tif,advertisement,16,1.0,41.2,145.13158919345636,0.5372111292962357,16
tob08106.42.tif,advertisement,6,0.42857142857142855,28.233532934131738,66.94196665391915,0.11550064184852375,231
2500147111.tif,advertisement,6,0.42857142857142855,27.85201793721973,35.20740065597503,0.2318258642765685,147
502592934.tif,advertisement,10,0.7142857142857143,19.522556390977442,70.80637488455353,0.10276264591439689,130
71390195.tif,scientific_article,-12,0.8571428571428571,9.740331491712707,4.491118048612988,0.034678477690288714,26
507806501+-6501.tif,advertisement,4,0.2857142857142857,15.231958762886597,58.6937518345068,0.08612466843501326,154
92194498_4501.tif,scientific_article,-6,0.42857142857142855,8.85361216730038,20.784139908668873,0.34886737400530504,71
2048499405.tif,advertisement,10,0.7142857142857143,39.774869109947645,60.51019209600938,0.15909987029831388,126
2041249376.tif,advertisement,16,1.0,22.819095477386934,87.84464036805487,0.5248196286472149,104
500752781+-2782.tif,advertisement,10,0.7142857142857143,22.26530612244898,70.23154867285727,0.08309946949602122,176
